file	date	hour	id_mic	Ecosystem	Composition	Interaction	Structure	Dilution	Replicate	indiv_per_frame	indiv_per_ul	bioarea_per_frame	bioarea_per_ul	major_mean	major_sd	minor_mean	minor_sd	gross_speed_mean	gross_speed_sd	net_speed_mean	net_speed_sd	sd_turning_mean	Tet	Col	Pau	Eug	Daphnia	Tet_meanarea	Col_meanarea	Pau_meanarea	Eug_meanarea	Tet_major	Col_major	Pau_major	Eug_major	Tet_minor	Col_minor	Pau_minor	Eug_minor	Euglena_manual	Eug_manual_per_ul	Daphnia_large_protist	Col_presence	Pau_presence	CD	Bact_per_ul	Mean FSC-A	Mean SSC-A	Oxygen
sample_0036	2015-10-29	11	36	2	Tet	Predation	Consumer	0.33	A	24.76	1.406818182	3545.151515	201.4290634	16.25120239	9.169113647	10.62546539	5.867034925	336.865079	332.0924739	12.62428571	18.05041612	1.106722222	1.406818182	0	0	0	NA	46.80388467	0	0	0	16.25120239	0	0	0	10.62546539	0	0	0	0	0	NA	NA	NA	NA	22440	9653.790	10936.520	15.116
sample_0037	2015-10-29	11	37	1	Col + Pau	Competition	Resource	0.33	A	2.848	0.161818182	6268.060606	356.1398072	117.0636024	34.49910221	64.98551631	14.50303061	562.9384763	247.7222401	21.19333333	11.76685968	0.415	0	0.003181818	0.158636364	0	NA	0	698.0519481	1931.981832	0	0	70.51569264	126.3731844	0	0	40.09361472	69.96389663	0	0	0	NA	no	yes	0.003181818	62860	12966.400	15018.480	15.032
sample_0038	2015-10-29	11	38	2	Bact	Competition	Resource	0.33	A	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	41920	12224.160	13228.050	17.194
sample_0039	2015-10-29	11	39	1	Col + Pau	Competition	Consumer	0.33	A	2.288	0.13	4110.151515	233.5313361	130.5785933	19.43100958	70.66960863	7.30187376	569.8040841	277.7579641	21.02833333	13.05576258	0.233333333	0	0	0.13	0	NA	0	0	1962.625076	0	0	0	130.5785933	0	0	0	70.66960863	0	0	0	NA	no	yes	0	70500	11137.200	10420.810	15.006
sample_0040	2015-10-29	11	40	2	Tet	Competition	Consumer	0.33	A	18.384	1.044545455	2976.060606	169.0943526	16.35679143	9.05615123	10.83763601	6.211530805	327.5485227	310.7318935	12.48326241	16.53546256	1.049591837	1.044545455	0	0	0	NA	48.38230803	0	0	0	16.35679143	0	0	0	10.83763601	0	0	0	0	0	NA	NA	NA	NA	17460	8669.300	7675.600	15.458
sample_0041	2015-10-29	11	41	2	Bact	B.alone	Resource	0	B	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	99260	4326.400	3161.160	15.436
sample_0042	2015-10-29	11	42	1	Bact	B.alone	Resource	0	B	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	187040	7628.350	7769.720	13.701
sample_0043	2015-10-29	11	43	2	Tet	B.alone	Consumer	0	B	273.664	15.54909091	67128.75758	3814.133953	31.77236084	14.26093183	21.44142114	9.971175096	344.7864307	231.7888114	12.6765565	13.70953353	0.614545455	15.54909091	0	0	0	NA	173.0549069	0	0	0	31.77236084	0	0	0	21.44142114	0	0	0	0	0	NA	NA	NA	NA	29520	9001.060	8815.970	9.508
sample_0044	2015-10-29	11	44	1	Bact	B.alone	Consumer	0	B	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	58740	6149.630	5590.650	12.319
sample_0045	2015-10-29	11	45	2	Bact	C.alone	Resource	0	B	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	152780	4115.360	2741.850	15.57
sample_0046	2015-10-29	11	46	1	Col	C.alone	Resource	0	B	8.472	0.481363636	2411.30303	137.005854	32.52051082	15.68213123	20.9706396	12.38788337	337.5324274	243.6580432	10.31809524	11.51499701	0.784761905	0	0.481363636	0	0	NA	0	180.3095021	0	0	0	32.52051082	0	0	0	20.9706396	0	0	0	0	NA	yes	NA	0	197460	5119.950	4726.000	7.404
sample_0047	2015-10-29	11	47	2	Tet	C.alone	Consumer	0	B	170.304	9.676363636	41786.15152	2374.213154	26.95247108	14.27730787	19.01520101	10.91199254	351.2537485	262.1400411	12.91948328	15.70798715	0.770921305	9.676363636	0	0	0	NA	140.8387536	0	0	0	26.95247108	0	0	0	19.01520101	0	0	0	0	0	NA	NA	NA	NA	24600	10498.620	10510.690	12.546
sample_0048	2015-10-29	11	48	1	Col	C.alone	Consumer	0	B	1.944	0.110454545	316.8484848	18.00275482	34.00735807	10.01216603	22.05251057	2.74529274	209.49807	115.565936	4.565	5.263601429	0.5175	0	0.110454545	0	0	NA	0	161.6638946	0	0	0	34.00735807	0	0	0	22.05251057	0	0	0	0	NA	yes	NA	0	627360	9159.450	5691.010	8.97
sample_0049	2015-10-29	11	49	2	Bact	Facilitation	Resource	0	B	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	103760	10850.260	11160.330	15.755
sample_0050	2015-10-29	11	50	1	Col + Eug	Facilitation	Resource	0	B	11.928	0.677727273	2888.575758	164.1236226	37.88081797	11.34025052	20.85916328	7.135445178	213.6134857	210.2386478	6.305555556	8.954522702	1.086969697	0	0.254545455	0	0.419090909	NA	0	340.7928293	0	144.7781473	0	51.26557038	0	34.3363714	0	31.49782773	0	18.83228955	13	0.738636364	NA	yes	NA	0	149120	10255.380	10650.840	6.975
sample_0051	2015-10-29	11	51	2	Tet	Facilitation	Consumer	0	B	87.744	4.985454545	16204.30303	920.6990358	19.33860845	11.10077655	13.25028552	8.56029464	356.018285	285.8146132	13.34269307	16.26818372	1.110508021	4.985454545	0	0	0	NA	73.37177527	0	0	0	19.33860845	0	0	0	13.25028552	0	0	0	0	0	NA	NA	NA	NA	21420	21970.600	24768.510	11.738
sample_0052	2015-10-29	11	52	1	Col + Eug	Facilitation	Consumer	0	B	1.032	0.058636364	370.9393939	21.07610193	36.45934847	13.54586073	23.68807311	9.693382647	311.9756182	247.8060726	12.04333333	9.797360189	0.448333333	0	0.049090909	0	0.009545455	NA	0	330.2897785	0	94.77212602	0	47.38049497	0	25.53820196	0	30.98220684	0	16.39393939	1	0.056818182	NA	yes	NA	0	118560	5475.110	4483.240	8.494
sample_0053	2015-10-29	11	53	2	Bact	Predation	Resource	0	B	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	243920	6209.770	4703.900	14.91
sample_0054	2015-10-29	11	54	1	Col + Daph	Predation	Resource	0	B	5.568	0.316363636	1328.30303	75.47176309	28.81552354	15.62064936	15.03555635	9.685606812	383.8193905	253.7738027	15.62208333	16.43292479	0.556111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	yes	NA	0	106300	19655.440	25113.590	2.211
sample_0055	2015-10-29	11	55	2	Tet	Predation	Consumer	0	B	64.72	3.677272727	13731.60606	780.2048898	20.34286352	12.25519148	13.96627843	9.564548363	423.7866412	289.2486279	16.71600536	17.16291764	0.951286307	3.677272727	0	0	0	NA	84.16237858	0	0	0	20.34286352	0	0	0	13.96627843	0	0	0	0	0	NA	NA	NA	NA	32060	11852.120	12468.840	10.371
sample_0056	2015-10-29	11	56	1	Col + Daph	Predation	Consumer	0	B	4.848	0.275454545	1372.939394	78.00792011	44.56846543	5.642747345	29.6095784	3.601236162	380.74282	117.0228887	12.32571429	6.757955453	0.428333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	yes	NA	0	194380	6442.090	4645.880	4.263
sample_0057	2015-10-29	11	57	2	Bact	Competition	Resource	0	B	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	101320	18044.590	22370.120	15.63
sample_0058	2015-10-29	11	58	1	Col + Pau	Competition	Resource	0	B	0.992	0.056363636	234.9090909	13.34710744	43.72696725	NA	26.0755132	NA	280.482	NA	3.92	NA	0.49	0	0.056363636	0	0	NA	0	236.8035191	0	0	0	43.72696725	0	0	0	26.0755132	0	0	0	0	NA	yes	yes	0	211940	5820.950	5071.920	4.089
sample_0059	2015-10-29	11	59	2	Tet	Competition	Consumer	0	B	65.688	3.732272727	12474.93939	708.8033747	28.01504414	10.88602223	19.96204485	8.40443767	284.2260936	183.3703472	9.735395349	10.54555674	0.65772973	3.732272727	0	0	0	NA	137.3398055	0	0	0	28.01504414	0	0	0	19.96204485	0	0	0	0	0	NA	NA	NA	NA	30600	20002.430	22700.360	10.444
sample_0060	2015-10-29	11	60	1	Col + Pau	Competition	Consumer	0	B	0.992	0.056363636	167.3030303	9.505853994	31.50598021	25.62350868	13.94761875	15.15564405	323.8111766	181.5198688	7.408181818	10.0248659	1.358888889	0	0	0.054090909	0	NA	0	0	190.0904184	0	0	0	32.31833608	0	0	0	14.694887	0	0	0	NA	no	yes	0	146520	17912.590	20545.990	4.495
sample_0061	2015-10-29	11	61	1	Bact	B.alone	Resource	0.33	B	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	35960	56526.480	86590.500	14.976
sample_0062	2015-10-29	11	62	2	Bact	B.alone	Resource	0.33	B	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	29160	20396.500	21574.970	17.235
sample_0063	2015-10-29	11	63	1	Bact	B.alone	Consumer	0.33	B	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	37660	16745.100	22227.190	13.644
sample_0064	2015-10-29	11	64	2	Tet	B.alone	Consumer	0.33	B	10.16	0.577272727	2122.484848	120.59573	28.1946227	11.60587328	20.8256405	9.162882987	251.5067866	156.4589449	7.412083333	9.630949197	0.572380952	0.577272727	0	0	0	NA	145.0378186	0	0	0	28.1946227	0	0	0	20.8256405	0	0	0	0	0	NA	NA	NA	NA	15140	15666.270	21491.350	14.368
sample_0065	2015-10-29	11	65	1	Col	C.alone	Resource	0.33	B	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	no	NA	0	78140	9426.630	10374.950	14.223
sample_0066	2015-10-29	11	66	2	Bact	C.alone	Resource	0.33	B	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	58000	11560.910	13024.620	17.185
sample_0067	2015-10-29	11	67	1	Col	C.alone	Consumer	0.33	B	0.856	0.048636364	247.969697	14.08918733	51.74090537	0.937172844	26.40565057	3.618994595	1273.187773	135.4002855	50.41	6.109402589	0.19	0	0.048636364	0	0	NA	0	283.7516242	0	0	0	51.74090537	0	0	0	26.40565057	0	0	0	0	NA	yes	NA	0	89980	15366.200	15735.470	13.781
sample_0068	2015-10-29	11	68	2	Tet	C.alone	Consumer	0.33	B	14.28	0.811363636	1093.848485	62.15048209	13.968167	4.153621112	9.267193913	3.079959604	324.8707326	315.1891124	13.87244681	17.32807077	1.181811024	0.811363636	0	0	0	NA	29.39000277	0	0	0	13.968167	0	0	0	9.267193913	0	0	0	0	0	NA	NA	NA	NA	33680	17494.620	21861.410	14.783
sample_0069	2015-10-29	11	69	1	Col + Eug	Facilitation	Resource	0.33	B	2.992	0.17	648.2727273	36.83367769	39.70816992	7.499145162	24.42291973	4.511174879	370.8102481	437.1091627	12.665	17.71619457	0.635	0	0.068181818	0	0.101818182	NA	0	254.9111578	0	183.0067587	0	47.12775109	0	35.99837933	0	25.92500089	0	23.67187916	4	0.227272727	NA	yes	NA	0	67120	22844.200	22079.770	13.547
sample_0070	2015-10-29	11	70	2	Bact	Facilitation	Resource	0.33	B	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	84180	13209.220	18187.220	17.443
sample_0071	2015-10-29	11	71	1	Col + Eug	Facilitation	Consumer	0.33	B	6.784	0.385454545	1530.848485	86.98002755	40.91383101	8.962474519	23.24491047	5.757574295	177.333008	261.8583076	5.162857143	10.72676659	0.953333333	0	0.055454545	0	0.33	NA	0	327.3777495	0	196.2228824	0	53.86338384	0	39.55072019	0	29.33392099	0	22.603962	7	0.397727273	NA	yes	NA	0	72780	21758.340	27356.800	14.907
sample_0072	2015-10-29	11	72	2	Tet	Facilitation	Consumer	0.33	B	23.56	1.338636364	4119.727273	234.0754132	17.42152143	9.458646937	12.14249834	7.675834221	268.3646175	276.2658445	10.05141975	14.70117162	0.998046875	1.338636364	0	0	0	NA	59.33818012	0	0	0	17.42152143	0	0	0	12.14249834	0	0	0	0	0	NA	NA	NA	NA	18640	58844.860	92604.350	15.921
sample_0073	2015-10-29	11	73	1	Col + Daph	Predation	Resource	0.33	B	0.2	0.011363636	43.06060606	2.446625344	44.65393939	NA	23.21712121	NA	1127.44	NA	42.58	NA	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	yes	NA	0	66200	38697.400	53918.360	14.214
sample_0074	2015-10-29	11	74	2	Bact	Predation	Resource	0.33	B	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	47820	37135.170	56363.120	17.475
sample_0075	2015-10-29	11	75	1	Col + Daph	Predation	Consumer	0.33	B	0.984	0.055909091	389.5151515	22.1315427	59.73183012	2.236394954	31.02107998	1.461416048	1346.189612	100.4816969	47.98666667	8.476581465	0.323333333	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	yes	NA	0	37720	39338.120	54701.100	11.207
sample_0076	2015-10-29	11	76	2	Tet	Predation	Consumer	0.33	B	21.968	1.248181818	2493.787879	141.6924931	14.9033016	6.338714453	10.09143696	5.033031786	355.1907417	346.4235351	14.84609442	19.80724401	1.119879518	1.248181818	0	0	0	NA	37.88987464	0	0	0	14.9033016	0	0	0	10.09143696	0	0	0	0	0	NA	NA	NA	NA	22920	40291.670	55425.500	16.205
sample_0077	2015-10-29	11	77	1	Col + Pau	Competition	Resource	0.33	B	1.016	0.057727273	1489.515152	84.6315427	103.099454	16.46861085	61.61436804	2.724779717	437.1092739	291.3794107	10.94	7.226631304	0.415	0	0	0.057727273	0	NA	0	0	1343.737741	0	0	0	103.099454	0	0	0	61.61436804	0	0	0	NA	no	yes	0	83840	32108.690	36959.320	12.947
sample_0078	2015-10-29	11	78	2	Bact	Competition	Resource	0.33	B	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	49220	23611.280	37134.970	17.712
sample_0079	2015-10-29	11	79	1	Col + Pau	Competition	Consumer	0.33	B	0.784	0.044545455	182.4545455	10.36673554	46.16771027	NA	24.39424861	NA	1361.209184	NA	51.72	NA	0.13	0	0.044545455	0	0	NA	0	232.7226345	0	0	0	46.16771027	0	0	0	24.39424861	0	0	0	0	NA	yes	no	0	72020	25453.530	36334.970	13.679
sample_0080	2015-10-29	11	80	2	Tet	Competition	Consumer	0.33	B	17.56	0.997727273	2236.242424	127.0592287	16.18580292	8.372551688	10.84163995	5.961572086	320.2881391	346.8242825	14.27092025	20.67479535	1.092142857	0.997727273	0	0	0	NA	46.8073922	0	0	0	16.18580292	0	0	0	10.84163995	0	0	0	0	0	NA	NA	NA	NA	21940	40712.450	59551.140	16.788
sample_0081	2015-10-29	11	81	2	Bact	B.alone	Resource	0	C	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	129920	10939.760	12448.680	15.008
sample_0082	2015-10-29	11	82	1	Bact	B.alone	Resource	0	C	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	80820	15492.650	22628.280	7.428
sample_0083	2015-10-29	11	83	2	Tet	B.alone	Consumer	0	C	94.752	5.383636364	23420.75758	1330.724862	28.43560511	14.61813043	19.31554448	10.52104592	335.5391326	245.0491631	12.19894915	13.79100712	0.684936709	5.383636364	0	0	0	NA	146.9117483	0	0	0	28.43560511	0	0	0	19.31554448	0	0	0	0	0	NA	NA	NA	NA	33180	49526.550	75515.440	7.994
sample_0084	2015-10-29	11	84	1	Bact	B.alone	Consumer	0	C	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	92000	24336.820	35246.220	7.201
sample_0085	2015-10-29	11	85	2	Bact	C.alone	Resource	0	C	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	114940	13335.380	21544.600	14.715
sample_0086	2015-10-29	11	86	1	Col	C.alone	Resource	0	C	2	0.113636364	756	42.95454545	50.98618182	4.838667421	35.70643939	1.490988217	482.455	123.2048713	6.825	2.298097039	0.495	0	0.113636364	0	0	NA	0	378	0	0	0	50.98618182	0	0	0	35.70643939	0	0	0	0	NA	yes	NA	0	165540	24232.900	31936.120	4.337
sample_0087	2015-10-29	11	87	2	Tet	C.alone	Consumer	0	C	82.32	4.677272727	18619.81818	1057.944215	23.37198642	13.37788387	16.3924853	10.36509321	367.8158994	283.1738654	12.43756494	15.49155408	0.869837398	4.677272727	0	0	0	NA	109.3684598	0	0	0	23.37198642	0	0	0	16.3924853	0	0	0	0	0	NA	NA	NA	NA	28460	58019.940	94968.110	10.22
sample_0088	2015-10-29	11	88	1	Col	C.alone	Consumer	0	C	4.976	0.282727273	2628.030303	149.3199036	63.03540691	9.047837704	38.36398432	5.557729576	651.9737706	101.8399212	25.4525	5.904536199	0.1425	0	0.282727273	0	0	NA	0	515.7488425	0	0	0	63.03540691	0	0	0	38.36398432	0	0	0	0	NA	yes	NA	0	165540	26871.730	35347.220	2.805
sample_0089	2015-10-29	11	89	2	Bact	Facilitation	Resource	0	C	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	145420	16940.670	24661.950	14.441
sample_0090	2015-10-29	11	90	1	Col + Eug	Facilitation	Resource	0	C	3.16	0.179545455	1084.363636	61.61157025	40.7195712	20.42059025	25.27857303	12.30138574	298.8414253	290.7594721	9.561538462	12.29400385	0.99	0	0.081818182	0	0.097727273	NA	0	619.3573738	0	105.7712707	0	69.39474534	0	27.97504936	0	42.53624401	0	17.60849704	4	0.227272727	NA	yes	NA	0	184660	22354.260	29062.440	2.115
sample_0091	2015-10-29	11	91	2	Tet	Facilitation	Consumer	0	C	47.52	2.7	11823.54545	671.7923554	24.61811066	14.23523285	16.82717324	11.06322211	336.2399806	275.1896782	12.16031746	15.09542262	0.882789116	2.7	0	0	0	NA	119.4466247	0	0	0	24.61811066	0	0	0	16.82717324	0	0	0	0	0	NA	NA	NA	NA	24820	52345.250	85369.580	10.147
sample_0092	2015-10-29	11	92	1	Col + Eug	Facilitation	Consumer	0	C	0.936	0.053181818	404.2424242	22.96831956	51.98571989	17.03960272	32.12412537	5.329360379	658.59455	71.98977399	16.34	13.98210642	0.163333333	0	0.053181818	0	0	NA	0	361.069462	0	0	0	51.98571989	0	0	0	32.12412537	0	0	0	0	NA	yes	NA	0	148960	24772.580	38788.250	2.125
sample_0093	2015-10-29	11	93	2	Bact	Predation	Resource	0	C	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	114440	17678.630	24910.420	13.843
sample_0094	2015-10-29	11	94	1	Col + Daph	Predation	Resource	0	C	3.024	0.171818182	1561	88.69318182	60.83351773	4.253091266	38.92327665	4.528712114	566.780481	99.38510613	13.3925	10.44304035	0.2325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	yes	NA	0	132500	25132.260	40808.230	0.937
sample_0095	2015-10-29	11	95	2	Tet	Predation	Consumer	0	C	98.144	5.576363636	28504.30303	1619.562672	33.76956726	14.90895391	24.06682542	11.57066633	316.1183364	227.061301	11.2954321	13.51937502	0.583554502	5.576363636	0	0	0	NA	205.9267279	0	0	0	33.76956726	0	0	0	24.06682542	0	0	0	0	0	NA	NA	NA	NA	29460	38451.070	54167.310	9.133
sample_0096	2015-10-29	11	96	1	Col + Daph	Predation	Consumer	0	C	3.328	0.189090909	925.7575758	52.59986226	34.12513041	18.49592808	21.63200911	11.20113717	235.3191035	110.8237572	8.301111111	3.905174274	0.47125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	yes	NA	0	70300	20030.560	32041.370	0.023
sample_0097	2015-10-29	11	97	2	Bact	Competition	Resource	0	C	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	115680	7931.020	17875.810	15.099
sample_0098	2015-10-29	11	98	1	Col + Pau	Competition	Resource	0	C	3.336	0.189545455	2392.333333	135.9280303	75.27672601	43.90149815	39.28243864	17.08597458	532.2362623	207.4084345	20.93	8.372722377	0.211666667	0	0.132272727	0.057272727	0	NA	0	346.3217507	1539.31781	0	0	49.29612828	127.2379215	0	0	29.79217308	58.26296977	0	0	0	NA	yes	yes	0	259060	8332.720	10030.680	1.032
sample_0099	2015-10-29	11	99	2	Tet	Competition	Consumer	0	C	38.04	2.161363636	8418.333333	478.3143939	25.54694042	14.20462272	16.75095004	9.686457902	334.5292813	312.2176735	10.64008929	16.30503855	0.828681319	2.161363636	0	0	0	NA	117.4316035	0	0	0	25.54694042	0	0	0	16.75095004	0	0	0	0	0	NA	NA	NA	NA	26840	7898.450	7405.470	9.064
sample_0100	2015-10-29	11	100	1	Col + Pau	Competition	Consumer	0	C	1	0.056818182	488.5151515	27.7565427	55.44112121	NA	42.46457576	NA	600.628	NA	7.4	NA	0.14	0	0.056818182	0	0	NA	0	488.5151515	0	0	0	55.44112121	0	0	0	42.46457576	0	0	0	0	NA	yes	no	0	232660	6460.730	4760.120	0.685
sample_0101	2015-10-29	11	101	1	Bact	B.alone	Resource	0.33	C	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	54100	4092.670	3319.990	14.143
sample_0102	2015-10-29	11	102	2	Bact	B.alone	Resource	0.33	C	0.04	0.002272727	1.121212121	0.063705234	14.575	NA	9.207575758	NA	502	NA	20.56	NA	0.43	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	31340	7282.210	16646.430	17.925
sample_0103	2015-10-29	11	103	1	Bact	B.alone	Consumer	0.33	C	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	31680	10463.650	16491.850	14.247
sample_0104	2015-10-29	11	104	2	Tet	B.alone	Consumer	0.33	C	15.016	0.853181818	2814.333333	159.905303	21.0940958	11.00320057	14.52133298	8.804447443	254.8571505	282.1579121	10.44480519	16.1273384	1.003442623	0.853181818	0	0	0	NA	83.99090472	0	0	0	21.0940958	0	0	0	14.52133298	0	0	0	0	0	NA	NA	NA	NA	16220	11552.340	15205.900	16.025
sample_0105	2015-10-29	11	105	1	Col	C.alone	Resource	0.33	C	0.72	0.040909091	148.0606061	8.412534435	37.37365206	7.456824342	26.13880806	4.077702061	717.2170045	516.5068836	29.365	21.02239203	0.2975	0	0.040909091	0	0	NA	0	209.4315196	0	0	0	37.37365206	0	0	0	26.13880806	0	0	0	0	NA	yes	NA	0	58840	10578.100	14281.220	14.051
sample_0106	2015-10-29	11	106	2	Bact	C.alone	Resource	0.33	C	0.048	0.002727273	1.545454545	0.087809917	15.61174242	0.757997042	9.462121212	0.28569971	174.34375	67.74966847	1.41	0.834386002	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	33140	4818.400	6030.090	15.603
sample_0107	2015-10-29	11	107	1	Col	C.alone	Consumer	0.33	C	0.296	0.016818182	47.78787879	2.715220386	36.3009828	NA	21.48106061	NA	959.5675676	NA	37.37	NA	0.24	0	0.016818182	0	0	NA	0	161.4455364	0	0	0	36.3009828	0	0	0	21.48106061	0	0	0	0	NA	yes	NA	0	79560	14155.320	15778.340	11.524
sample_0108	2015-10-29	11	108	2	Tet	C.alone	Consumer	0.33	C	37.856	2.150909091	3744.727273	212.768595	14.74891978	5.572965108	9.861811083	4.246105915	343.8121363	331.6603158	14.73626866	18.78800004	1.212481752	2.150909091	0	0	0	NA	35.14513836	0	0	0	14.74891978	0	0	0	9.861811083	0	0	0	0	0	NA	NA	NA	NA	22320	12868.550	17682.480	16.642
sample_0109	2015-10-29	11	109	1	Col + Eug	Facilitation	Resource	0.33	C	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	yes	NA	0	107400	18770.510	26010.100	14.033
sample_0110	2015-10-29	11	110	2	Bact	Facilitation	Resource	0.33	C	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	52540	5380.070	10041.060	19.979
sample_0111	2015-10-29	11	111	1	Col + Eug	Facilitation	Consumer	0.33	C	0.736	0.041818182	142.6060606	8.10261708	38.52021574	NA	24.15283267	NA	571.4538043	NA	17.31	NA	0.57	0	0.041818182	0	0	NA	0	193.7582345	0	0	0	38.52021574	0	0	0	24.15283267	0	0	0	0	NA	yes	NA	0	141940	10613.770	13262.890	13.443
sample_0112	2015-10-29	11	112	2	Tet	Facilitation	Consumer	0.33	C	19.936	1.132727273	2625	149.1477273	16.31347888	7.733561608	10.93763277	5.608084777	339.7261083	336.6887356	14.05325926	19.05906956	1.026530612	1.132727273	0	0	0	NA	45.80160114	0	0	0	16.31347888	0	0	0	10.93763277	0	0	0	0	0	NA	NA	NA	NA	25160	16040.450	23893.320	16.807
sample_0113	2015-10-29	11	113	1	Col + Daph	Predation	Resource	0.33	C	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	no	NA	0	38140	15785.910	21991.780	9.823
